id,breed
0bac7ab4e3b6c7a5331067827cda04e6,entlebucher
0bad79c06832a1bdeaedbbb50a28450a,scottish_deerhound
0bbe00ace11a4dd944b8bcf8ca9772c1,labrador_retriever
0be68a5e7b40e9689c3ef2a9764bfcf6,border_terrier
0be845d1fe8a0ad6da6ffa454ab33e8a,newfoundland
0bedbecd92390ef9f4f7c8b06a629340,irish_wolfhound
0bf36935030d2b842b86526bdb367ff1,ibizan_hound
0c207c7af2d1ef71dc61434f04d00cdf,chow
0c329020d6ca0ae5af30f6857ac7e86c,basenji
0c36c19e7c4e932b8e0c01aa845b2fce,bernese_mountain_dog
0c378307f600ba007a7eaa50fba6d0b8,shih-tzu
0c68a578981993b919e89c611f04a97f,lakeland_terrier
0c71084d955bfca989d865cbcf8cf8ae,japanese_spaniel
0c9fc0f58a6724ca680c76785a452bba,siberian_husky
0ca9280205bd68d201e1d708db3f209d,cairn
0cbca2fcad7910a3c98d734e17cfde65,samoyed
0cdd66f35d9b7d8b0a98a4d506396c0d,blenheim_spaniel
0ce7dd8b119184e91088336ec6973d53,blenheim_spaniel
0d103ca7cf575757374f8f6ae87d8868,miniature_pinscher
0d579f92d60935a54aa6dba6e6213257,dandie_dinmont
0d5a88f0ab2db8d34b533c69768135e8,afghan_hound
0d68c98ac13f84032cb863abf0498a02,airedale
0d695ef1bfe438be0cedcb8ef146afad,border_terrier
0d6bab298a320221f08c49c701d3e06f,entlebucher
0d74e47d162e023bb1ae5aae40276fd6,siberian_husky
0d83fbe9ab3684226edd81a13411bdf8,chow
0d8d386390ba269dd4e475c20b91e8f9,pembroke
0d96ca29ff2e557e93c3de0ba017ff61,maltese_dog
0db44ddb42bf1f97de987abe2bf01839,entlebucher
0dc45e3e57bbcfccc550479d57b39951,australian_terrier
0dd1914e122292dfbb25e35537b511f6,cairn
0ddbc4702eff570783cd03645571e7f7,samoyed
0df400016a7e7ab4abff824bf2743f02,afghan_hound
0e167bb5c5d4736190d220d081d1de23,siberian_husky
0e24a584e10db2c8f827ab00772e29cf,leonberg
0e33a6b9235d5cbb8712daf0abbd0007,great_pyrenees
0e403e86dc961d59fec94dfb62968a53,pug
0e63b24bfd67158963830f64b5126aef,blenheim_spaniel
0e756365807ec27c6dfd944ba5b442b3,norwegian_elkhound
0e7712450813da57f7df73fc45a183b4,entlebucher
0e8d2f2fcb0efac6b731c191beb66559,airedale
0ea78b024dc3955332d3ddb08b8e50f0,beagle
0eaea4c6fe055607ed8322db0306285f,scottish_deerhound
0eafdcc7628b2c74983819f40c763c2f,tibetan_terrier
0ec6e2d3078a83ccc3f7fd5a4ac01e3e,ibizan_hound
0eeb17d40281f3bd639de24ca662c5d2,african_hunting_dog
0ef07f4a6706a04af9ff354e263a28b3,beagle
0ef80d6c4d739faaae8d3cc08c696c54,beagle
0f015731185a2308c1a85eed4e8ad728,english_foxhound
0f03e05c333f7e5538d4c90f9c837796,maltese_dog
0f04466edd10d6c1d27e123399cf4433,australian_terrier
0f0f297dca75b5c780316a0f4169a950,leonberg
0f1c3858495a49949934d2a635e190cf,border_terrier
0f26d3f7ff65d0713f36cd8cfe6c7a5f,tibetan_terrier
0f2a90c737499a7d8bf26bb5348874da,shih-tzu
0f3416f29133c2df1b00be4448dc4473,border_terrier
0f46feccc1e3e8729fb680a72debb29c,entlebucher
0f6d2d6c124fb61ba7c59ef8dbd42c99,labrador_retriever
0f73c1cc99dd8b9c580c4260debf1f93,shih-tzu
0f8e8464cfa3bacc074d6e0289d6657f,irish_wolfhound
0f9d92617b85252200cf99ef0f84d59d,pug
0fa361cea0655e945970cd4762355ac0,saluki
0fa7d7d2e948948c67919565a380ad45,norwegian_elkhound
0fc12a365adfcbb603e298b10149632a,miniature_pinscher
0fc4930f411a11df34283f349d891654,pembroke
0fc6556b7504fc473d8bdaa0a555a4de,samoyed
0fe613c90931a021ad3716dcb9a5f270,japanese_spaniel
0fee7eb61d52b589414845803d73f2f9,scottish_deerhound
0ff07d44f992eec7f0b5452875255c80,labrador_retriever
101c7d1a68a7282bbc5a1a226d81cd74,siberian_husky
1026e954ac304be5f049e79ee6a045c0,basenji
102b81ed975bfa49e496526720e9b671,tibetan_terrier
102fe645c59f482cbc771c01cfff3ff9,pembroke
1041e0480ed0b88c41169fb2b119fcf7,japanese_spaniel
104a6182cff3f37406fb77b7f0c40402,japanese_spaniel
1069587e556525ecf7b3c6def3c096d7,norwegian_elkhound
10730dfd280bb4b2723dc677378f2ff1,boston_bull
1081c1b755f05b219275afd0989c6748,newfoundland
1095f3f511b5d85db6e614fc6cf58250,pug
109bfcf2de8f0b7eb5f7768a51ebd565,labrador_retriever
10a59be0ffb5e269849d409d05b1e94c,labrador_retriever
10c9ac7d54eaf2a4ed12883125afa4e2,great_pyrenees
10ebf7599dd41ded00fd74bdfeada500,whippet
10f1d53bb20d5acc7c8772018399c238,dandie_dinmont
10f790eb0fe5653c1980ddd983ec79c4,samoyed
1108e48ce3e2d7d7fb527ae6e40ab486,maltese_dog
112b85d8e95da86fdf51031caea20d5e,afghan_hound
113ef2bb9e14d89f927314f73d573313,maltese_dog
115ad26b0cef153d2afaf6985503c9c3,tibetan_terrier
118060ca946af5cfd1b3bbe030f9003c,boston_bull
118902ec1a74243e96f818e9c5a8ea50,saluki
11a7275abdc2e78ff72c59e59189d1eb,blenheim_spaniel
11c0aaa58a419a61513b5c1f27b67f16,samoyed
11d669406a273858a123d1d1c87354c9,maltese_dog
120c338a78b113785c31e4ebf11d229e,pug
120e665f7fa566a429d27ad920fc34da,basenji
1234dd4303d5181574ca007f53ed03db,beagle
1241cd8dc2ee02844a420b6d0afbc97e,bernese_mountain_dog
1257cafca085d403a583378d525953d5,papillon
12590e7d21b4e221217c7fc8fa67a800,african_hunting_dog
1278143f78dc063c1e29970bf3eb32a2,afghan_hound
129cff4506469af7863a6e30c9947a66,basenji
12a2e809d7f15298050f3798c018c395,lhasa
12b5c6e825ea11850e23f233a54981f3,basenji
12b72be0bcd7a96172fee4f7cd5b01fd,great_pyrenees
12c65c69fa9e112448f7d26ed34abb57,saluki
12eb341a614941c33777c708d43a042f,scottish_deerhound
12fe7ed6bd250509b131d245551b06f6,tibetan_terrier
1301d1dd2763e028cf70d0da4c1bab7b,blenheim_spaniel
131d708a270a3ebca285978bf53df62e,tibetan_terrier
1351c4f7cec88e8ba56ada4c772d84f5,bernese_mountain_dog
1352efb02c29ba1b9be918170afff486,labrador_retriever
135587061f51e7dabb820bbbd619977a,norwegian_elkhound
1369c16ecf370cee5e4a306eebe5656e,border_terrier
136b8208ffd0262ea1aa6f8c17265ff7,african_hunting_dog
136e0fc1f67b72037c0e60faff6061f2,scottish_deerhound
137f07bc5f15fa8e39f85a8333e68780,afghan_hound
1381df385b4c5da43539ab48633bd9b5,shih-tzu
13932827f30cb00d0cb4c40443c788f4,blenheim_spaniel
139e8120addf833f72a8dc2c12ad4c8a,lakeland_terrier
139fc3326016bf24cc06ad898c42742e,english_foxhound
13c5a0d636619210b5ac003ee82aacf0,whippet
13e2d0cb1fa62d3085be6877bd7e85cb,pomeranian
13f765ea64c7a3575a105cbdfbb6c31f,leonberg
13f939b9b15ec56409a21017263db93c,boston_bull
13fc4571a3c549715a357d22fd16eabb,great_pyrenees
1411967eaa020b15874e03167eceea62,blenheim_spaniel
14158fdadb6a3accea6b334d0f284092,miniature_pinscher
1416047ba98d2c23eb2caf45d3008ccb,airedale
1416892831c073f6d3879d8cdf5386dd,dandie_dinmont
141706c74486585c27de2dfb335695bb,saluki
142ef9990b3db0d521f87f9133a6b84f,labrador_retriever
1438ea6672622b5867ce2fbcebe6c552,beagle
143ce5343024462044b72de531b5ff08,chow
14597c96d5c222eebd742f4207296314,siberian_husky
145ec132c2a1cc4291bd774c7f78c871,shih-tzu
1465759436b4acd2748dd50108b90ca9,lhasa
146b732430bb63d5338fc6b7a8fc0135,basenji
146be641443a270dd8116f65d53d0c9d,boston_bull
146c8ed2e65ed9e04d8302bf1d96815a,entlebucher
146fa113f3d8ad6e0effe9719e09cef1,papillon
14918e76fc079738923ea5ab8d12b4ee,tibetan_terrier
1493bf7f5cb1ca62b4e0772d9edc702e,basenji
14a24af1ce8c796dc96bb45dea1fb8dc,whippet
14a2795a5c3d69a5c18a63aad8718003,lakeland_terrier
14a44cf4253e82340f83293e3920af11,italian_greyhound
14acf981af889d9b97d1d46a439228b0,tibetan_terrier
14c00ab356d9261ea220ea91fa20a42d,airedale
14cd98829e4e99e950af3cbf94ad1734,saluki
14f25ad78f02126a1ceeb44385378cd1,great_pyrenees
15190d69d724d7e94ef64a347b959ccb,african_hunting_dog
1534c4b9f44f10bfb3e6e0ff32d08a9a,maltese_dog
153f05ef64f050530ea746a357855b20,pug
153f0c739e9049612a62f111b9519429,norwegian_elkhound
156d6d6ef7da47aa22b150268af9a3c4,japanese_spaniel
157e9d7fb607da0ff1d324933b9cbddf,african_hunting_dog
1586326d52312228c20c3599feb72d7a,pembroke
159d07f089673cd225f3a47d08ee772f,shih-tzu
159d8e089f2ce2a38580a02318fd9ecb,labrador_retriever
15ad574a13084df42ef17a5f635fae3c,irish_wolfhound
15b5949f52a4838f9fe3d69cfff94fd5,beagle
15b5cd948f5bcbb7a4f5b1904de4c6d5,afghan_hound
15d25fb9d0b922b4943b312509e95c21,pomeranian
15d7f26c7d32f81c204936362ead551e,newfoundland
15e9e5a6a6f3630335261259940114b4,irish_wolfhound
16052ac2a6ff7f1fbbc85885d2a7c467,lhasa
160f932c413228553024d4cc9bafc156,miniature_pinscher
1634d504adfb4efb6b14e891e8996585,saluki
1639ccef237eec9fc4eb1aa0916201c3,siberian_husky
165f26ae3d9dfe88e10f7929c031b1c8,siberian_husky
166d9a55197d0c21068273cca67fe2aa,japanese_spaniel
166da5b561393f0dda932f562c39bc6b,scottish_deerhound
1690522901e3d41a84c3dc91b1520902,maltese_dog
1699a179453b177a5e895c5b5ecb3624,siberian_husky
169db2d825a1bdeb5a576ab746812936,ibizan_hound
16a2425b83d397180e11ec5cb2c4b44f,saluki
16a6a63387fa1f0b4a0dcf6bb05f6204,pembroke
16aaa590e39530bc1cb319fc7d89c00e,boston_bull
16d21426a864e73050afda40bf1fddc6,irish_wolfhound
16d9e14772868ce890909983e53af8d7,bernese_mountain_dog
16ed388064b485a047d02a147e0a5cff,lhasa
16f37498dbfe77fae6d442465e7356eb,english_foxhound
16fd2ee2057012b1d3db46e219a4d022,australian_terrier
170b803738598c2466457271f98f647c,blenheim_spaniel
17193d29b9833d783133f4b13f12f513,english_foxhound
172fcb0b8bbd67401c9e53e5f9bf39bc,boston_bull
1732acba109e3b1cf23efca0381c9a32,lakeland_terrier
173493daaae8804e5a837ddfe2e21c50,lakeland_terrier
173b54d60d2d75be13416af93098445c,blenheim_spaniel
173d5eb6a645eee683442be8101d398e,samoyed
174c68c77ca368337e9fc35112d7b842,dandie_dinmont
1758bbaf1dba23fd418911be2a2becc2,entlebucher
176e2a6cde976022e90b2b42a81297fb,saluki
1771e3fccad9cbb33077d779fbe22e4f,lhasa
17b6be0ff31a2b1e417f6a03cd3ba32e,cairn
17e74cb24060ad496aed8ca01f611ba9,australian_terrier
17f15b80ab3238f1fbe5961286db0eba,whippet
1804c9f9d48a34ab283e3a39006936f2,pomeranian
18178aae17060733ebce2cff03413a8c,samoyed
181fadf5f2222c0791c7a02fad19bab1,pomeranian
182c436dd1fbec1c5f4979077ce74659,pembroke
182e24a6ba14bfc0f109687b22589f57,australian_terrier
1852241f20c06eb5d999cd43cc92bbeb,cairn
1857ac9d2306fc646d4bb817aaa20424,lakeland_terrier
187b3a867bb68860208c37aaf43d2115,newfoundland
18aa1cff5dc0615c75dec0fcc135be3c,irish_wolfhound
18b631157527e14b007e570175c921a3,samoyed
18bd3e3b7e5d07ea4babb24632b457fb,australian_terrier
18fa3a34649877d88173d1e3c05c12ff,whippet
19093c74765bbc1531962c46c2bc6197,lhasa
19205fceb3eb41ba27f1b0b946934789,scottish_deerhound
1929eb9a7cf1fe75c0731a27545d8893,samoyed
19338a74e8e5a84e1c4bdd59309507a5,norwegian_elkhound
193a30f0f345b1d335f24aa8657f4458,norwegian_elkhound
193febd185d575924192c0f989076cd3,pug
19824021ae3bb47d0ed1069c78633c6c,dandie_dinmont
1986d8c21c77b80cd81c2b2e1fe24665,blenheim_spaniel
19913fd83b0011c107db05f1b739d1a5,newfoundland
19ac75060dec82ee4c5a72b003e977f2,leonberg
19c0f716ccb733fb5881e47e3644a1bf,australian_terrier
1a02f01110c17bfde79e92cd0a7b4e64,entlebucher
1a0c7c29748d91638f4aa08d00c0294e,lakeland_terrier
1a10e334ddc6c8a2cd20e0e48a9f7ddb,blenheim_spaniel
1a1539a4f40e4417dd88ffee4a255175,lakeland_terrier
1a3a594c4fef6d92c9d112a6de31def3,irish_wolfhound
1a42e083f36285dbc8f8f6f4d4122ecf,english_foxhound
1a4c781b696cf2b51d9869bad308578c,ibizan_hound
1a5dd02401d05d66bbc9eb1e13a096fc,scottish_deerhound
1a62a5420f6cb1e0cae9a8aa7a505d43,irish_wolfhound
1a8aaa3e469d8a07ad9f3d7667f7ca52,bernese_mountain_dog
1a8e795682c930d9c2a953495cdaa54e,cairn
1a954490c0b303ce88e54c727937e745,airedale
1aa93eed3e45396d5fb4397821160317,japanese_spaniel
1ac99811729824259ded81d3bbed7762,samoyed
1ad1668986f5e9413d37f4481d5cecc7,samoyed
1ad234ed7e26a66994dc71c89cb9810a,pug
1ad4c64d20aac8176f0136122754344c,labrador_retriever
1ad70c17e5e38db454ec75b711ce73ad,lakeland_terrier
1ae8f1675d619a2414a2c67f6cceed76,papillon
1af97b8477a0d9533985feb33aa704d8,whippet
1b288bf18ec66fa70a3eb5d8552bec2b,labrador_retriever
1b2ad6fc60a6c5238d9e0a5863d310fa,english_foxhound
1b7cb7dc162a25d4f264eaf04ba3ddcc,saluki
1b866ad9190f2c7a2615f9ccbbf8f278,afghan_hound
1b928ff14f47ec7d6bd5a2222191bd4c,saluki
1b9751b9e60370b5cd02f62a383ec57a,norwegian_elkhound
1bcf108b376eefd24c763497562d272a,irish_wolfhound
1bf7434edd621126af61b0a7b74177c8,pug
1bfd8c2e444535d3854571985a563837,border_terrier
1c0cf2b1a56d5a25c6db97f9585d7818,miniature_pinscher
1c0d254ae49836d3365bec5e9f663550,maltese_dog
1c0eec60d22d5e50a057f261d54523d1,shih-tzu
1c0f3ab121461b604ec2bbdf648c2bb6,australian_terrier
1c29101a4c4cbd41b1666082d226cfd0,lhasa
1c2cc24dd7a94cf6ca34b7c9231dd1ce,japanese_spaniel
1c2ddf30a98d15827d70761973678444,norwegian_elkhound
1c4b1ca01852b8ff6fca6debce1fd229,siberian_husky
1c5575083fe9e346d66eac01d2cc5480,border_terrier
1c564272c2c290a83bf4a520359cfd5c,great_pyrenees
1c5cf83dbdb32e8bedb5e90d42f653b8,papillon
1c6e8c8d8c8a03b36c82393107afd53a,chow
1c6efdb63d5d69d9a40c572b48d21278,afghan_hound
1c80cbd184334b339e5eba8aaa6ae929,samoyed
1c8d84801448b2a5e352466257197ca1,pembroke
1ca564d94dd35571de3b90d24c6f80ec,shih-tzu
1ca968b47f96eae326ba0d7428584e6d,dandie_dinmont
1cb0e898706f9ce220a52561f5a25f85,blenheim_spaniel
1cb81d1bbaa7d0c550281979b853491c,lhasa
1cbe771a950488b29515e712c8c91026,chow
1cf650efe8efbadf87c1fd3c12dbdd05,pomeranian
1d1584d7fb1d92bae311a7e436829e08,maltese_dog
1d20f72a1d4152be4f98e78d499c4e74,lhasa
1d2dd09cd196f0df53134537122bd3ae,leonberg
1d414293940cdc0892721eb94151ddfd,great_pyrenees
1d499d102adc9f6b8b660fbe96f57d5a,dandie_dinmont
1d4e68d2b2f916dd37ef06c809e3bb88,italian_greyhound
1d6a3bd059b637ffcb32b4b7bc4067cb,basenji
1d6c30ffca8a109fa3ad47ec485d21d7,italian_greyhound
1d7e21514b5bba48a16928a3d3129fe5,dandie_dinmont
1d8279104144342e99d296432d3a5795,shih-tzu
1d941ae00a3e93cdda72589783a50129,tibetan_terrier
1d951901580372d429c8c3744e6e094f,papillon
1da98c9c285b5a47dac2f31917a24b11,leonberg
1db6673169b83ed310c140a7ecea695d,pug
1dc5d9db984d35752841d81862184ba3,great_pyrenees
1dc74ff3e3b700d8037f6670808afa85,afghan_hound
1dd157eb81bd16a7c44b923aff1c1815,bernese_mountain_dog
1de5f24f4c532d111be28b0904d5fe2e,great_pyrenees
1df0f10b95f1ce47d718b2ba11843c1f,cairn
1e0b723f0cfc7f729b4aa02743661714,papillon
1e12e4d3eb4a6e201683879671d7cf0a,miniature_pinscher
1e14173eda9a61af5ebe08fcff82ca1c,whippet
1e1957207dd882f56c1b0b6e7fb3e147,cairn
1e3326ef4b8c3f9410f55b4bc486b0c6,entlebucher
1e34a978b4d2b36592d2a3db6b3f4571,lakeland_terrier
1e4c6a2caedfec81de49eea2ee570fcf,whippet
1e597523107666ef5152d4006a9fd7c2,lhasa
1e5ce138280eabd214664398f19491b3,bernese_mountain_dog
1e7146baafda5edbd4e9abdf08f728fa,basenji
1e7385f68662ed9730901fa81455f43c,english_foxhound
1e7a5a361d584ce7bf21bf608483515a,airedale
1e99c23d5ce88bc408cb8c1111d86796,bernese_mountain_dog
1eb28a82080de0447017caf4d03d3934,bernese_mountain_dog
1ebf07f4fc0f44b6befec9aa3cd8adbb,beagle
1edad3ece8f4f47a493d88c24dd7d8c9,siberian_husky
1ede5aa5f18e1ed971b129195976b170,ibizan_hound
